From	To	Species	Gene Name
Q16222	6675	Homo sapiens	UDP-N-acetylglucosamine pyrophosphorylase 1(UAP1)
O60443	1687	Homo sapiens	DFNA5, deafness associated tumor suppressor(DFNA5)
Q9NQS1	57099	Homo sapiens	apoptosis and caspase activation inhibitor(AVEN)
Q96JG6	55610	Homo sapiens	VPS50, EARP/GARPII complex subunit(VPS50)
Q8TEL6	26133	Homo sapiens	transient receptor potential cation channel subfamily C member 4 associated protein(TRPC4AP)
P29401	7086	Homo sapiens	transketolase(TKT)
O00308	11060	Homo sapiens	WW domain containing E3 ubiquitin protein ligase 2(WWP2)
Q96RG2	23178	Homo sapiens	PAS domain containing serine/threonine kinase(PASK)
A4D1P6	29062	Homo sapiens	WD repeat domain 91(WDR91)
Q9Y4P3	26608	Homo sapiens	transducin beta like 2(TBL2)
Q9Y512	25813	Homo sapiens	SAMM50 sorting and assembly machinery component(SAMM50)
Q9Y4P8	26100	Homo sapiens	WD repeat domain, phosphoinositide interacting 2(WIPI2)
P30260	996	Homo sapiens	cell division cycle 27(CDC27)
Q86X76	4817	Homo sapiens	nitrilase 1(NIT1)
Q9H5V7	64376	Homo sapiens	IKAROS family zinc finger 5(IKZF5)
Q9NR48	55870	Homo sapiens	ASH1 like histone lysine methyltransferase(ASH1L)
P53680	1175	Homo sapiens	adaptor related protein complex 2 sigma 1 subunit(AP2S1)
Q7Z494	27031	Homo sapiens	nephrocystin 3(NPHP3)
Q9Y519	25829	Homo sapiens	transmembrane protein 184B(TMEM184B)
O94889	23276	Homo sapiens	kelch like family member 18(KLHL18)
O94888	26043	Homo sapiens	UBX domain protein 7(UBXN7)
O94887	9855	Homo sapiens	FERM, ARH/RhoGEF and pleckstrin domain protein 2(FARP2)
Q7Z478	54505	Homo sapiens	DExH-box helicase 29(DHX29)
Q9NX14	54539	Homo sapiens	NADH:ubiquinone oxidoreductase subunit B11(NDUFB11)
Q9NR50	8891	Homo sapiens	eukaryotic translation initiation factor 2B subunit gamma(EIF2B3)
Q9H270	55823	Homo sapiens	VPS11, CORVET/HOPS core subunit(VPS11)
P09525	307	Homo sapiens	annexin A4(ANXA4)
P41594	2915	Homo sapiens	glutamate metabotropic receptor 5(GRM5)
O60841	9669	Homo sapiens	eukaryotic translation initiation factor 5B(EIF5B)
Q9BXJ9	80155	Homo sapiens	N(alpha)-acetyltransferase 15, NatA auxiliary subunit(NAA15)
Q15629	23471	Homo sapiens	translocation associated membrane protein 1(TRAM1)
Q9UL33	51693	Homo sapiens	trafficking protein particle complex 2 like(TRAPPC2L)
Q155Q3	85458	Homo sapiens	DIX domain containing 1(DIXDC1)
Q9C0C7	55626	Homo sapiens	autophagy and beclin 1 regulator 1(AMBRA1)
Q9C0C9	63893	Homo sapiens	ubiquitin conjugating enzyme E2 O(UBE2O)
Q96JI7	80208	Homo sapiens	spastic paraplegia 11 (autosomal recessive)(SPG11)
O94874	23376	Homo sapiens	UFM1 specific ligase 1(UFL1)
Q7L2H7	10480	Homo sapiens	eukaryotic translation initiation factor 3 subunit M(EIF3M)
Q8WVY7	134510	Homo sapiens	ubiquitin like domain containing CTD phosphatase 1(UBLCP1)
Q14596	4077	Homo sapiens	NBR1, autophagy cargo receptor(NBR1)
P36776	9361	Homo sapiens	lon peptidase 1, mitochondrial(LONP1)
Q9NWM3	404093	Homo sapiens	CUE domain containing 1(CUEDC1)
Q9H269	64601	Homo sapiens	VPS16, CORVET/HOPS core subunit(VPS16)
Q9H1U9	92014	Homo sapiens	solute carrier family 25 member 51(SLC25A51)
Q8TF05	9989	Homo sapiens	protein phosphatase 4 regulatory subunit 1(PPP4R1)
P42892	1889	Homo sapiens	endothelin converting enzyme 1(ECE1)
Q4LE39	51742	Homo sapiens	AT-rich interaction domain 4B(ARID4B)
Q9BXM7	65018	Homo sapiens	PTEN induced putative kinase 1(PINK1)
Q8NDG6	122402	Homo sapiens	tudor domain containing 9(TDRD9)
Q7Z3Z2	343035	Homo sapiens	retinal degeneration 3(RD3)
Q8NHH9	64225	Homo sapiens	atlastin GTPase 2(ATL2)
O76031	10845	Homo sapiens	caseinolytic mitochondrial matrix peptidase chaperone subunit(CLPX)
Q5SRH9	22996	Homo sapiens	tetratricopeptide repeat domain 39A(TTC39A)
Q9C0B7	79613	Homo sapiens	transport and golgi organization 6 homolog(TANGO6)
Q96JH7	80124	Homo sapiens	valosin containing protein interacting protein 1(VCPIP1)
Q9NR31	56681	Homo sapiens	secretion associated Ras related GTPase 1A(SAR1A)
Q9NR30	9188	Homo sapiens	DExD-box helicase 21(DDX21)
Q9C0B5	25921	Homo sapiens	zinc finger DHHC-type containing 5(ZDHHC5)
Q9UL45	26258	Homo sapiens	biogenesis of lysosomal organelles complex 1 subunit 6(BLOC1S6)
Q17R31	128387	Homo sapiens	TatD DNase domain containing 3(TATDN3)
Q8WVX9	84188	Homo sapiens	fatty acyl-CoA reductase 1(FAR1)
Q5MNZ6	56270	Homo sapiens	WD repeat domain 45B(WDR45B)
Q9C0B0	85451	Homo sapiens	unkempt family zinc finger(UNK)
P62081	6201	Homo sapiens	ribosomal protein S7(RPS7)
P50148	2776	Homo sapiens	G protein subunit alpha q(GNAQ)
O60828	10084	Homo sapiens	polyglutamine binding protein 1(PQBP1)
O60826	28952	Homo sapiens	coiled-coil domain containing 22(CCDC22)
Q8NDH3	79716	Homo sapiens	aminopeptidase-like 1(NPEPL1)
P08908	3350	Homo sapiens	5-hydroxytryptamine receptor 1A(HTR1A)
Q27J81	64423	Homo sapiens	inverted formin, FH2 and WH2 domain containing(INF2)
Q9H251	64072	Homo sapiens	cadherin related 23(CDH23)
Q8N594	84954	Homo sapiens	MPN domain containing(MPND)
O94868	9873	Homo sapiens	FCH and double SH3 domains 2(FCHSD2)
Q15643	9321	Homo sapiens	thyroid hormone receptor interactor 11(TRIP11)
P18850	22926	Homo sapiens	activating transcription factor 6(ATF6)
O76024	7466	Homo sapiens	wolframin ER transmembrane glycoprotein(WFS1)
Q6ZUS6	91050	Homo sapiens	coiled-coil domain containing 149(CCDC149)
Q9NR09	57448	Homo sapiens	baculoviral IAP repeat containing 6(BIRC6)
Q71U36	7846	Homo sapiens	tubulin alpha 1a(TUBA1A)
Q86WJ1	9557	Homo sapiens	chromodomain helicase DNA binding protein 1 like(CHD1L)
Q15654	7205	Homo sapiens	thyroid hormone receptor interactor 6(TRIP6)
P19021	5066	Homo sapiens	peptidylglycine alpha-amidating monooxygenase(PAM)
Q6PK18	79701	Homo sapiens	2-oxoglutarate and iron dependent oxygenase domain containing 3(OGFOD3)
O95453	5073	Homo sapiens	poly(A)-specific ribonuclease(PARN)
Q96EY7	55037	Homo sapiens	pentatricopeptide repeat domain 3(PTCD3)
Q96JK2	8816	Homo sapiens	DDB1 and CUL4 associated factor 5(DCAF5)
Q14137	23246	Homo sapiens	block of proliferation 1(BOP1)
Q96EY4	55319	Homo sapiens	translation machinery associated 16 homolog(TMA16)
P55786	9520	Homo sapiens	aminopeptidase puromycin sensitive(NPEPPS)
O95071	51366	Homo sapiens	ubiquitin protein ligase E3 component n-recognin 5(UBR5)
P32929	1491	Homo sapiens	cystathionine gamma-lyase(CTH)
Q7RTY0	201232	Homo sapiens	solute carrier family 16 member 13(SLC16A13)
Q9NR19	55902	Homo sapiens	acyl-CoA synthetase short-chain family member 2(ACSS2)
O14917	27253	Homo sapiens	protocadherin 17(PCDH17)
Q66K64	90379	Homo sapiens	DDB1 and CUL4 associated factor 15(DCAF15)
Q70EL2	85015	Homo sapiens	ubiquitin specific peptidase 45(USP45)
P55795	3188	Homo sapiens	heterogeneous nuclear ribonucleoprotein H2 (H')(HNRNPH2)
Q8IWP9	25901	Homo sapiens	coiled-coil domain containing 28A(CCDC28A)
Q9UKM7	11253	Homo sapiens	mannosidase alpha class 1B member 1(MAN1B1)
Q7RTX9	151473	Homo sapiens	solute carrier family 16 member 14(SLC16A14)
P67809	4904	Homo sapiens	Y-box binding protein 1(YBX1)
Q9BXW6	114876	Homo sapiens	oxysterol binding protein like 1A(OSBPL1A)
Q9BXW7	27440	Homo sapiens	cat eye syndrome chromosome region, candidate 5(CECR5)
Q9H9Q2	64708	Homo sapiens	COP9 signalosome subunit 7B(COPS7B)
Q8NHM5	84678	Homo sapiens	lysine demethylase 2B(KDM2B)
P34932	3308	Homo sapiens	heat shock protein family A (Hsp70) member 4(HSPA4)
P15586	2799	Homo sapiens	glucosamine (N-acetyl)-6-sulfatase(GNS)
P43354	4929	Homo sapiens	nuclear receptor subfamily 4 group A member 2(NR4A2)
O14926	25794	Homo sapiens	fascin actin-bundling protein 2, retinal(FSCN2)
Q14161	9815	Homo sapiens	GIT ArfGAP 2(GIT2)
O14924	6002	Homo sapiens	regulator of G-protein signaling 12(RGS12)
O14929	8520	Homo sapiens	histone acetyltransferase 1(HAT1)
Q14166	23170	Homo sapiens	tubulin tyrosine ligase like 12(TTLL12)
Q14165	9761	Homo sapiens	malectin(MLEC)
O14530	10190	Homo sapiens	thioredoxin domain containing 9(TXNDC9)
P58743	375611	Homo sapiens	solute carrier family 26 member 5(SLC26A5)
Q17R89	9912	Homo sapiens	Rho GTPase activating protein 44(ARHGAP44)
Q5W0V3	57700	Homo sapiens	family with sequence similarity 160 member B1(FAM160B1)
O94826	9868	Homo sapiens	translocase of outer mitochondrial membrane 70(TOMM70)
O94829	9670	Homo sapiens	importin 13(IPO13)
P05386	6176	Homo sapiens	ribosomal protein lateral stalk subunit P1(RPLP1)
Q6N043	54816	Homo sapiens	zinc finger protein 280D(ZNF280D)
Q14152	8661	Homo sapiens	eukaryotic translation initiation factor 3 subunit A(EIF3A)
P34949	4351	Homo sapiens	mannose phosphate isomerase(MPI)
Q96RL7	23230	Homo sapiens	vacuolar protein sorting 13 homolog A(VPS13A)
Q567V2	84769	Homo sapiens	MPV17 mitochondrial inner membrane protein like 2(MPV17L2)
P0CG48	7316	Homo sapiens	ubiquitin C(UBC)
O14521	6392	Homo sapiens	succinate dehydrogenase complex subunit D(SDHD)
O14524	23306	Homo sapiens	nuclear envelope integral membrane protein 1(NEMP1)
O14523	9854	Homo sapiens	C2CD2 like(C2CD2L)
Q2NL67	56965	Homo sapiens	poly(ADP-ribose) polymerase family member 6(PARP6)
Q96JL9	84449	Homo sapiens	zinc finger protein 333(ZNF333)
Q92597	10397	Homo sapiens	N-myc downstream regulated 1(NDRG1)
O94822	26046	Homo sapiens	listerin E3 ubiquitin protein ligase 1(LTN1)
Q9Y4X5	25820	Homo sapiens	ariadne RBR E3 ubiquitin protein ligase 1(ARIH1)
P63151	5520	Homo sapiens	protein phosphatase 2 regulatory subunit Balpha(PPP2R2A)
O14949	27089	Homo sapiens	ubiquinol-cytochrome c reductase complex III subunit VII(UQCRQ)
Q9Y597	51133	Homo sapiens	potassium channel tetramerization domain containing 3(KCTD3)
Q96JP0	56929	Homo sapiens	fem-1 homolog C(FEM1C)
Q08623	8226	Homo sapiens	pseudouridine 5'-phosphatase(PUDP)
P15104	2752	Homo sapiens	glutamate-ammonia ligase(GLUL)
Q8N543	55239	Homo sapiens	2-oxoglutarate and iron dependent oxygenase domain containing 1(OGFOD1)
Q08209	5530	Homo sapiens	protein phosphatase 3 catalytic subunit alpha(PPP3CA)
Q6ZV89	400745	Homo sapiens	SH2 domain containing 5(SH2D5)
Q9BXS5	8907	Homo sapiens	adaptor related protein complex 1 mu 1 subunit(AP1M1)
Q495B1	348094	Homo sapiens	ankyrin repeat and death domain containing 1A(ANKDD1A)
Q02153	2983	Homo sapiens	guanylate cyclase 1 soluble subunit beta(GUCY1B3)
O94813	9353	Homo sapiens	slit guidance ligand 2(SLIT2)
Q02156	5581	Homo sapiens	protein kinase C epsilon(PRKCE)
Q00341	3069	Homo sapiens	high density lipoprotein binding protein(HDLBP)
Q9BY50	90701	Homo sapiens	SEC11 homolog C, signal peptidase complex subunit(SEC11C)
O94811	11076	Homo sapiens	tubulin polymerization promoting protein(TPPP)
Q92563	9806	Homo sapiens	SPARC/osteonectin, cwcv and kazal like domains proteoglycan 2(SPOCK2)
Q92564	23142	Homo sapiens	defective in cullin neddylation 1 domain containing 4(DCUN1D4)
Q6ZUX7	10184	Homo sapiens	lipoma HMGIC fusion partner-like 2(LHFPL2)
Q9BXT4	56165	Homo sapiens	tudor domain containing 1(TDRD1)
Q6SZW1	23098	Homo sapiens	sterile alpha and TIR motif containing 1(SARM1)
Q8NI36	134430	Homo sapiens	WD repeat domain 36(WDR36)
Q8NDA8	727957	Homo sapiens	maestro heat like repeat family member 1(MROH1)
A0JNW5	23074	Homo sapiens	UHRF1 binding protein 1 like(UHRF1BP1L)
Q92562	9896	Homo sapiens	FIG4 phosphoinositide 5-phosphatase(FIG4)
Q92560	8314	Homo sapiens	BRCA1 associated protein 1(BAP1)
Q9Y4W6	10939	Homo sapiens	AFG3 like matrix AAA peptidase subunit 2(AFG3L2)
P08473	4311	Homo sapiens	membrane metalloendopeptidase(MME)
Q96RN5	51586	Homo sapiens	mediator complex subunit 15(MED15)
O00399	10671	Homo sapiens	dynactin subunit 6(DCTN6)
Q96C34	146923	Homo sapiens	RUN domain containing 1(RUNDC1)
P00519	25	Homo sapiens	ABL proto-oncogene 1, non-receptor tyrosine kinase(ABL1)
Q9H9L4	54934	Homo sapiens	KAT8 regulatory NSL complex subunit 2(KANSL2)
Q9NQL2	58528	Homo sapiens	Ras related GTP binding D(RRAGD)
O76094	6731	Homo sapiens	signal recognition particle 72(SRP72)
Q92575	23190	Homo sapiens	UBX domain protein 4(UBXN4)
Q92576	23469	Homo sapiens	PHD finger protein 3(PHF3)
Q53FA7	9540	Homo sapiens	tumor protein p53 inducible protein 3(TP53I3)
Q9BY44	83939	Homo sapiens	eukaryotic translation initiation factor 2A(EIF2A)
Q00325	5250	Homo sapiens	solute carrier family 25 member 3(SLC25A3)
Q9UKI8	9874	Homo sapiens	tousled like kinase 1(TLK1)
Q96JN8	84461	Homo sapiens	neuralized E3 ubiquitin protein ligase 4(NEURL4)
Q92572	1176	Homo sapiens	adaptor related protein complex 3 sigma 1 subunit(AP3S1)
Q96K31	84933	Homo sapiens	chromosome 8 open reading frame 76(C8orf76)
Q66K14	23061	Homo sapiens	TBC1 domain family member 9B(TBC1D9B)
Q8N119	118856	Homo sapiens	matrix metallopeptidase 21(MMP21)
O14967	1047	Homo sapiens	calmegin(CLGN)
A6NE02	388419	Homo sapiens	BTB domain containing 17(BTBD17)
Q9NQI0	54514	Homo sapiens	DEAD-box helicase 4(DDX4)
P00505	2806	Homo sapiens	glutamic-oxaloacetic transaminase 2(GOT2)
Q9NWD8	55069	Homo sapiens	transmembrane protein 248(TMEM248)
O14964	9146	Homo sapiens	hepatocyte growth factor-regulated tyrosine kinase substrate(HGS)
Q92545	23505	Homo sapiens	transmembrane protein 131(TMEM131)
Q92546	9827	Homo sapiens	RGP1 homolog, RAB6A GEF complex partner 1(RGP1)
Q6ZV70	347404	Homo sapiens	LanC like 3(LANCL3)
Q9UKJ3	23131	Homo sapiens	G-patch domain containing 8(GPATCH8)
P23508	4163	Homo sapiens	mutated in colorectal cancers(MCC)
O43156	9675	Homo sapiens	TELO2 interacting protein 1(TTI1)
Q92542	23385	Homo sapiens	nicastrin(NCSTN)
O95470	8879	Homo sapiens	sphingosine-1-phosphate lyase 1(SGPL1)
Q14117	1807	Homo sapiens	dihydropyrimidinase(DPYS)
Q14118	1605	Homo sapiens	dystroglycan 1(DAG1)
Q8NHP6	158747	Homo sapiens	motile sperm domain containing 2(MOSPD2)
Q96JQ0	8642	Homo sapiens	dachsous cadherin-related 1(DCHS1)
Q96K21	84936	Homo sapiens	zinc finger FYVE-type containing 19(ZFYVE19)
Q8TEV9	140775	Homo sapiens	Smith-Magenis syndrome chromosome region, candidate 8(SMCR8)
P43304	2820	Homo sapiens	glycerol-3-phosphate dehydrogenase 2(GPD2)
O14972	10311	Homo sapiens	DSCR3 arrestin fold containing(DSCR3)
Q96C11	55277	Homo sapiens	FGGY carbohydrate kinase domain containing(FGGY)
Q9BXT6	54456	Homo sapiens	Mov10 RISC complex RNA helicase like 1(MOV10L1)
Q14517	2195	Homo sapiens	FAT atypical cadherin 1(FAT1)
Q6PJI9	79726	Homo sapiens	WD repeat domain 59(WDR59)
Q8TF71	117247	Homo sapiens	solute carrier family 16 member 10(SLC16A10)
O95487	10427	Homo sapiens	SEC24 homolog B, COPII coat complex component(SEC24B)
Q8IWV8	23304	Homo sapiens	ubiquitin protein ligase E3 component n-recognin 2(UBR2)
Q13748	7278	Homo sapiens	tubulin alpha 3c(TUBA3C)
Q92552	23107	Homo sapiens	mitochondrial ribosomal protein S27(MRPS27)
Q9BTE6	80755	Homo sapiens	alanyl-tRNA synthetase domain containing 1(AARSD1)
O14980	7514	Homo sapiens	exportin 1(XPO1)
Q9BXU1	56164	Homo sapiens	serine/threonine kinase 31(STK31)
Q8N122	57521	Homo sapiens	regulatory associated protein of MTOR complex 1(RPTOR)
P35658	8021	Homo sapiens	nucleoporin 214(NUP214)
